chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr12	53645369	53648190	+	84975	MFSD5	96	4.09443062E-3	DAVIES_SUCCESS
chr12	53662082	53687427	+	9700	ESPL1	109	3.78145638E-3	DAVIES_SUCCESS
chr12	53689234	53693234	+	5204	PFDN5	94	1.06981788E-2	DAVIES_SUCCESS
chr12	53693469	53700965	+	60314	C12orf10	89	1.57922322E-2	DAVIES_SUCCESS
chr12	53701239	53715412	-	8086	AAAS	99	5.20374231E-3	DAVIES_SUCCESS
chr12	53720359	53730004	-	121340	SP7	81	2.08125733E-4	DAVIES_SUCCESS
chr12	53773978	53810226	+	6667	SP1	147	3.5645838E-6	DAVIES_SUCCESS
chr12	53817638	53825318	+	269	AMHR2	108	1.90715218E-6	DAVIES_SUCCESS
chr12	53835432	53874946	+	5094	PCBP2	120	2.01253087E-6	DAVIES_SUCCESS
chr12	53874275	53893444	-	7786	MAP3K12	93	2.03518259E-5	DAVIES_SUCCESS
chr12	53894704	53900215	+	6895	TARBP2	83	1.06085654E-3	DAVIES_SUCCESS
chr12	53900473	53901422	-	8620	NPFF	86	1.74054711E-3	DAVIES_SUCCESS
chr12	53901639	54020199	-	11016	ATF7	287	4.4761762E-3	DAVIES_SUCCESS
chr12	53907767	53911392	+	100652999	LOC100652999	102	2.21194374E-3	DAVIES_SUCCESS
chr12	54058943	54070512	-	517	ATP5G2	258	4.83915093E-3	DAVIES_SUCCESS
chr12	54104901	54121307	-	57658	CALCOCO1	221	9.0925467E-5	DAVIES_SUCCESS
chr12	54329111	54333427	-	100874366	HOXC-AS5	222	1.19027652E-1	DAVIES_SUCCESS
chr12	54332575	54340328	+	3229	HOXC13	226	9.03740829E-2	DAVIES_SUCCESS
chr12	54348713	54350350	+	3228	HOXC12	191	5.19670601E-2	DAVIES_SUCCESS
chr12	54356091	54368740	-	100124700	HOTAIR	173	3.35157438E-2	DAVIES_SUCCESS
chr12	54366909	54370203	+	3227	HOXC11	148	1.8381134E-2	DAVIES_SUCCESS
chr12	54378945	54384062	+	3226	HOXC10	138	1.60743645E-2	DAVIES_SUCCESS
chr12	54385521	54385631	+	406973	MIR196A2	128	1.68383541E-2	DAVIES_SUCCESS
chr12	54393876	54397120	+	3225	HOXC9	119	3.06700635E-2	DAVIES_SUCCESS
chr12	54402889	54406545	+	3224	HOXC8	112	3.61541306E-2	DAVIES_SUCCESS
chr12	54410641	54449814	+	3221	HOXC4	151	5.3810234E-2	DAVIES_SUCCESS
chr12	54427733	54427829	+	693200	MIR615	99	1.70957291E-1	DAVIES_SUCCESS
chr12	54452037	54516018	+	440101	FLJ12825	216	1.13954388E-2	DAVIES_SUCCESS
chr12	54472622	54475607	-	100240735	LOC100240735	139	6.78696941E-2	DAVIES_SUCCESS
chr12	54495992	54496483	+	100240734	LOC100240734	151	1.97149515E-2	DAVIES_SUCCESS
chr12	54519854	54526626	+	400043	LOC400043	165	5.94296698E-3	DAVIES_SUCCESS
chr12	54574141	54582778	-	23583	SMUG1	159	8.04780875E-7	DAVIES_SUCCESS
chr12	54624730	54673915	-	23468	CBX5	130	2.56452637E-11	DAVIES_SUCCESS
chr12	54625180	54625260	-	100616400	MIR3198-2	101	2.08918549E-10	DAVIES_SUCCESS
chr12	54674487	54680872	+	3178	HNRNPA1	58	1.17394983E-11	DAVIES_SUCCESS
chr12	54685890	54694821	-	4778	NFE2	62	1.63735137E-10	DAVIES_SUCCESS
chr12	54718873	54745635	+	22818	COPZ1	94	6.26256826E-8	DAVIES_SUCCESS
chr12	54730999	54731098	+	442892	MIR148B	82	7.56642061E-7	DAVIES_SUCCESS
chr12	54756228	54758270	-	53831	GPR84	83	7.44189202E-6	DAVIES_SUCCESS
chr12	54762919	54785083	-	25946	ZNF385A	104	4.80231105E-6	DAVIES_SUCCESS
chr12	54789044	54813050	-	3678	ITGA5	127	5.50411226E-4	DAVIES_SUCCESS
chr12	54849735	54867386	-	121355	GTSF1	202	2.7704784E-2	DAVIES_SUCCESS
chr12	54891494	54936899	+	3071	NCKAP1L	266	5.62296812E-3	DAVIES_SUCCESS
chr12	54943176	54973023	+	5153	PDE1B	217	1.99750292E-2	DAVIES_SUCCESS
chr12	54973023	54982443	-	5502	PPP1R1A	183	2.69150111E-2	DAVIES_SUCCESS
chr12	55001970	55004246	-	644076	GLYCAM1	185	6.08319459E-2	DAVIES_SUCCESS
chr12	55024622	55028663	-	90070	LACRT	226	1.18938042E-1	DAVIES_SUCCESS
chr12	55038374	55042149	-	117159	DCD	238	2.02686966E-1	DAVIES_SUCCESS
chr12	55248298	55252174	+	118430	MUCL1	194	2.01375198E-2	DAVIES_SUCCESS
chr12	55342086	55378530	-	9840	TESPA1	402	2.31118289E-2	DAVIES_SUCCESS
chr12	55413728	55423801	+	58158	NEUROD4	159	3.20259137E-2	DAVIES_SUCCESS
chr12	55523552	55524560	+	441639	OR9K2	259	1E0	DAVIES_FAIL_FAREBROTHER_FAIL
chr12	55614808	55615759	+	121364	OR10A7	177	5.11894547E-1	DAVIES_SUCCESS
chr12	55641071	55642010	+	254783	OR6C74	121	4.05576326E-1	DAVIES_SUCCESS
chr12	55688071	55689016	-	283365	OR6C6	160	2.13765458E-1	DAVIES_SUCCESS
chr12	55714383	55715322	+	390321	OR6C1	198	1.62362469E-1	DAVIES_SUCCESS
chr12	55725484	55726420	+	254786	OR6C3	225	1.33406044E-1	DAVIES_SUCCESS
chr12	55758894	55759833	+	390323	OR6C75	268	1.10632502E-1	DAVIES_SUCCESS
chr12	55794312	55795251	+	403282	OR6C65	248	1.02714579E-1	DAVIES_SUCCESS
chr12	55820037	55820976	+	390326	OR6C76	225	1.08064085E-1	DAVIES_SUCCESS
chr12	55845997	55846936	+	341416	OR6C2	239	1.47021266E-1	DAVIES_SUCCESS
chr12	55862983	55863922	-	390327	OR6C70	239	1.7556513E-1	DAVIES_SUCCESS
chr12	55886161	55887100	+	403284	OR6C68	236	1.76313658E-1	DAVIES_SUCCESS
chr12	55945010	55945940	+	341418	OR6C4	178	1.96492225E-1	DAVIES_SUCCESS
chr12	55968198	55969128	+	121129	OR2AP1	146	1.61864192E-1	DAVIES_SUCCESS
chr12	56030675	56031617	+	121130	OR10P1	196	3.13383144E-2	DAVIES_SUCCESS
chr12	56075329	56078394	+	196410	METTL7B	193	1.37171279E-4	DAVIES_SUCCESS
chr12	56078353	56106089	-	3679	ITGA7	187	9.81478154E-5	DAVIES_SUCCESS
chr12	56109817	56118526	+	100528022	BLOC1S1-RDH5	99	2.53879688E-5	DAVIES_SUCCESS
chr12	56114150	56118526	+	5959	RDH5	96	2.52950063E-5	DAVIES_SUCCESS
chr12	56119226	56123457	-	967	CD63	82	1.86795606E-5	DAVIES_SUCCESS
chr12	56137063	56146665	+	10220	GDF11	66	8.21913932E-6	DAVIES_SUCCESS
chr12	56146246	56211540	-	84324	SARNP	82	1.58850086E-6	DAVIES_SUCCESS
chr12	56151053	56224342	-	85406	DNAJC14	86	2.6541771E-6	DAVIES_SUCCESS
chr12	56211805	56214959	+	29095	ORMDL2	48	4.84599784E-5	DAVIES_SUCCESS
chr12	56229213	56236767	-	4327	MMP19	56	3.6729651E-4	DAVIES_SUCCESS
chr12	56295196	56321697	-	84305	WIBG	80	8.79492778E-3	DAVIES_SUCCESS
chr12	56324945	56347807	+	1606	DGKA	100	2.54486517E-7	DAVIES_SUCCESS
chr12	56347888	56360496	-	6490	PMEL	93	5.90338578E-9	DAVIES_SUCCESS
chr12	56360555	56366568	+	1017	CDK2	89	2.12334839E-9	DAVIES_SUCCESS
chr12	56367696	56390467	+	5869	RAB5B	99	3.93306121E-9	DAVIES_SUCCESS
chr12	56391042	56399309	+	6821	SUOX	96	1.24073152E-9	DAVIES_SUCCESS
chr12	56411921	56432219	+	64375	IKZF4	122	7.53134444E-10	DAVIES_SUCCESS
chr12	56435685	56438007	+	6231	RPS26	90	2.73839318E-9	DAVIES_SUCCESS
chr12	56473808	56497291	+	2065	ERBB3	94	1.437227E-10	DAVIES_SUCCESS
chr12	56498102	56507694	+	5036	PA2G4	78	7.54524221E-10	DAVIES_SUCCESS
chr12	56510373	56511616	+	6171	RPL41	69	2.54942178E-10	DAVIES_SUCCESS
chr12	56512029	56516278	+	84872	ZC3H10	70	1.08892451E-10	DAVIES_SUCCESS
chr12	56521985	56538460	+	23344	ESYT1	66	3.24678395E-10	DAVIES_SUCCESS
chr12	56546203	56551771	+	140465	MYL6B	46	8.72525958E-5	DAVIES_SUCCESS
chr12	56552044	56555366	+	4637	MYL6	45	2.34826739E-4	DAVIES_SUCCESS
chr12	56555635	56583351	-	6601	SMARCC2	59	5.16384246E-5	DAVIES_SUCCESS
chr12	56596287	56615753	-	10193	RNF41	67	2.14245977E-3	DAVIES_SUCCESS
chr12	56618124	56623638	+	79035	NABP2	66	1.06033333E-2	DAVIES_SUCCESS
chr12	56623819	56631629	+	283375	SLC39A5	74	1.20946722E-2	DAVIES_SUCCESS
chr12	56631590	56652143	-	283373	ANKRD52	98	2.72151894E-2	DAVIES_SUCCESS
chr12	56660641	56664750	+	93058	COQ10A	97	5.60052344E-2	DAVIES_SUCCESS
chr12	56665482	56694175	-	1431	CS	122	6.79136483E-2	DAVIES_SUCCESS
chr12	56704212	56710128	-	10330	CNPY2	101	9.6722877E-2	DAVIES_SUCCESS
chr12	56710006	56727837	-	9924	PAN2	96	9.39870075E-2	DAVIES_SUCCESS
chr12	56732662	56734194	+	51561	IL23A	75	9.53564235E-2	DAVIES_SUCCESS
chr12	56735381	56754037	-	6773	STAT2	78	9.52185362E-2	DAVIES_SUCCESS
chr12	56754354	56756583	-	319	APOF	55	5.45479182E-2	DAVIES_SUCCESS
chr12	56810156	56843200	-	8914	TIMELESS	135	1.07028712E-4	DAVIES_SUCCESS
chr12	56843285	56862950	-	4284	MIP	137	7.51375198E-5	DAVIES_SUCCESS
chr12	56862300	56864767	+	283377	SPRYD4	126	6.81900588E-5	DAVIES_SUCCESS
chr12	56864735	56882181	-	27165	GLS2	176	7.9897321E-5	DAVIES_SUCCESS
chr12	56915608	56989980	+	5939	RBMS2	171	1.1401328E-4	DAVIES_SUCCESS
chr12	56989379	57030163	-	11176	BAZ2A	112	1.31516209E-2	DAVIES_SUCCESS
chr12	57031958	57039852	-	506	ATP5B	81	2.77556125E-1	DAVIES_SUCCESS
chr12	57037463	57037538	-	692090	SNORD59B	72	2.63958347E-1	DAVIES_SUCCESS
chr12	57038810	57038885	-	26789	SNORD59A	72	2.62168926E-1	DAVIES_SUCCESS
chr12	57057124	57082078	-	10728	PTGES3	107	3.77065126E-1	DAVIES_SUCCESS
chr12	57106210	57119326	-	4666	NACA	95	5.00804503E-1	DAVIES_SUCCESS
chr12	57125363	57146146	-	5557	PRIM1	123	3.71102491E-1	DAVIES_SUCCESS
chr12	57157107	57181574	+	8630	HSD17B6	155	1.86393279E-1	DAVIES_SUCCESS
chr12	57316937	57328189	-	121214	SDR9C7	231	4.24047884E-4	DAVIES_SUCCESS
chr12	57345215	57351418	-	8608	RDH16	154	5.7603399E-3	DAVIES_SUCCESS
chr12	57388354	57390469	+	11318	GPR182	117	1.11661343E-1	DAVIES_SUCCESS
chr12	57392616	57400297	-	9880	ZBTB39	130	1.28098572E-1	DAVIES_SUCCESS
chr12	57403780	57410344	-	6866	TAC3	121	1.90776758E-1	DAVIES_SUCCESS
chr12	57422300	57444549	-	4640	MYO1A	138	1.96643255E-1	DAVIES_SUCCESS
chr12	57449425	57472574	-	23306	TMEM194A	143	1.97621014E-2	DAVIES_SUCCESS
chr12	57482676	57489259	+	4665	NAB2	125	5.6578094E-4	DAVIES_SUCCESS
chr12	57489186	57522883	-	6778	STAT6	139	1.14580246E-4	DAVIES_SUCCESS
chr12	57522281	57607125	+	4035	LRP1	170	6.29510492E-6	DAVIES_SUCCESS
chr12	57588286	57588359	+	100302201	MIR1228	73	1.73784658E-3	DAVIES_SUCCESS
chr12	57610577	57620232	+	11247	NXPH4	85	9.30805498E-4	DAVIES_SUCCESS
chr12	57623355	57628718	+	6472	SHMT2	81	4.5927638E-4	DAVIES_SUCCESS
chr12	57628685	57634475	-	56901	NDUFA4L2	85	2.74689782E-4	DAVIES_SUCCESS
chr12	57637241	57644976	-	246329	STAC3	87	1.63586059E-4	DAVIES_SUCCESS
chr12	57643353	57824788	-	22864	R3HDM2	257	6.72335991E-4	DAVIES_SUCCESS
chr12	57828542	57844609	+	3626	INHBC	122	5.40405155E-4	DAVIES_SUCCESS
chr12	57849095	57851791	+	83729	INHBE	110	5.04395931E-4	DAVIES_SUCCESS
chr12	57853917	57866047	+	2735	GLI1	120	5.68252727E-4	DAVIES_SUCCESS
chr12	57866037	57882597	-	64333	ARHGAP9	123	1.05145855E-3	DAVIES_SUCCESS
chr12	57881076	57911334	+	4141	MARS	131	8.59753148E-4	DAVIES_SUCCESS
chr12	57910370	57914300	-	1649	DDIT3	95	1.87521944E-3	DAVIES_SUCCESS
chr12	57916658	57923931	+	114785	MBD6	95	1.49441546E-3	DAVIES_SUCCESS
chr12	57923832	57941114	-	10540	DCTN2	114	1.02463793E-3	DAVIES_SUCCESS
chr12	57943846	57978554	+	3798	KIF5A	135	4.61135691E-4	DAVIES_SUCCESS
chr12	57984941	57997211	+	79837	PIP4K2C	122	1.68095186E-4	DAVIES_SUCCESS
chr12	57998603	58003583	+	196403	DTX3	132	1.10476109E-3	DAVIES_SUCCESS
chr12	58003962	58011028	+	115557	ARHGEF25	146	1.8324169E-3	DAVIES_SUCCESS
chr12	58013692	58019934	+	65012	SLC26A10	166	5.08360254E-3	DAVIES_SUCCESS
chr12	58019677	58027022	-	2583	B4GALNT1	176	7.11915978E-3	DAVIES_SUCCESS
chr12	58087737	58115340	+	10956	OS9	182	1.07705416E-2	DAVIES_SUCCESS
chr12	58118075	58135944	-	116986	AGAP2	131	1.50146687E-2	DAVIES_SUCCESS
chr12	58120022	58122139	+	100130776	AGAP2-AS1	111	1.18341981E-2	DAVIES_SUCCESS
chr12	58138783	58142026	+	6302	TSPAN31	92	2.51259612E-2	DAVIES_SUCCESS
chr12	58141509	58146230	-	1019	CDK4	92	2.55508115E-2	DAVIES_SUCCESS
chr12	58148880	58154193	+	92979	MARCH9	90	3.7204947E-2	DAVIES_SUCCESS
chr12	58156116	58160976	-	1594	CYP27B1	85	3.98940083E-2	DAVIES_SUCCESS
chr12	58162350	58165914	-	4234	METTL1	84	4.4431157E-2	DAVIES_SUCCESS
chr12	58166382	58176324	+	25895	METTL21B	90	4.51428175E-2	DAVIES_SUCCESS
chr12	58176527	58196639	+	10102	TSFM	92	5.15541612E-2	DAVIES_SUCCESS
chr12	58191159	58209852	-	10677	AVIL	97	5.15667023E-2	DAVIES_SUCCESS
chr12	58213709	58240747	-	10106	CTDSP2	129	1.39308318E-2	DAVIES_SUCCESS
chr12	58218391	58218475	-	407016	MIR26A2	92	3.07062376E-2	DAVIES_SUCCESS
chr12	58325231	58329947	-	100506844	LOC100506844	146	4.02579843E-2	DAVIES_SUCCESS
chr12	58335444	58351052	+	91419	XRCC6BP1	180	7.862628E-2	DAVIES_SUCCESS
chr12	59265936	59314319	-	121227	LRIG3	196	1.523318E-1	DAVIES_SUCCESS
chr12	59989820	60183635	+	9194	SLC16A7	612	8.91389281E-2	DAVIES_SUCCESS
chr12	62102028	62653925	-	338811	FAM19A2	1452	9.11733121E-7	DAVIES_SUCCESS
chr12	62654120	62803501	+	9958	USP15	474	5.90695749E-3	DAVIES_SUCCESS
chr12	62860596	62991363	+	23041	MON2	502	1.51835314E-3	DAVIES_SUCCESS
chr12	62995530	62997214	-	283416	C12orf61	176	8.99283721E-5	DAVIES_SUCCESS
chr12	62997465	62997549	+	406891	MIRLET7I	174	8.1059994E-5	DAVIES_SUCCESS
chr12	63037762	63328665	-	57460	PPM1H	816	2.3143693E-4	DAVIES_SUCCESS
chr12	63536538	63546590	-	552	AVPR1A	254	1.26415912E-1	DAVIES_SUCCESS
chr12	63952692	64062354	-	283417	DPY19L2	555	3.12459214E-2	DAVIES_SUCCESS
chr12	64173582	64203338	+	10329	TMEM5	244	1.25193565E-3	DAVIES_SUCCESS
chr12	64238540	64541613	+	57522	SRGAP1	465	2.6614406E-5	DAVIES_SUCCESS
chr12	64586418	64616076	-	144577	C12orf66	154	1.39446443E-1	DAVIES_SUCCESS
chr12	64660762	64784345	-	115749	C12orf56	413	5.95671888E-1	DAVIES_SUCCESS
chr12	64798152	64842463	+	11260	XPOT	210	7.6072484E-1	DAVIES_SUCCESS
chr12	64845839	64895899	+	29110	TBK1	242	2.64271766E-1	DAVIES_SUCCESS
chr12	65004292	65091347	+	283349	RASSF3	318	2.17580669E-2	DAVIES_SUCCESS
chr12	65016288	65016385	+	693129	MIR548C	199	3.13714907E-2	DAVIES_SUCCESS
chr12	65107221	65153226	-	2799	GNS	179	1.61631345E-2	DAVIES_SUCCESS
chr12	65179790	65274798	+	23329	TBC1D30	160	6.50990133E-2	DAVIES_SUCCESS
chr12	65277553	65371302	+	400046	FLJ41278	249	3.85558435E-1	DAVIES_SUCCESS
chr12	65444403	65515346	-	11197	WIF1	199	2.08141041E-1	DAVIES_SUCCESS
chr12	65563350	65642141	+	23592	LEMD3	176	3.99516137E-1	DAVIES_SUCCESS
chr12	65672422	65860687	+	253827	MSRB3	294	9.23873649E-3	DAVIES_SUCCESS
chr12	66151799	66220754	-	204010	RPSAP52	266	5.49116323E-1	DAVIES_SUCCESS
chr12	66217436	66360071	+	8091	HMGA2	276	1.88894473E-1	DAVIES_SUCCESS
chr12	66516848	66563807	-	84298	LLPH	242	3.60101104E-1	DAVIES_SUCCESS
chr12	66530716	66563807	-	51643	TMBIM4	222	3.27968816E-1	DAVIES_SUCCESS
chr12	66582977	66648394	+	11213	IRAK3	256	3.73376832E-1	DAVIES_SUCCESS
chr12	66696334	66737423	+	92797	HELB	217	3.02183471E-1	DAVIES_SUCCESS
chr12	66741210	67197894	-	23426	GRIP1	1248	7.62750857E-1	DAVIES_SUCCESS
chr12	67663060	67708388	+	55832	CAND1	317	2.6310809E-1	DAVIES_SUCCESS
chr12	68042511	68056444	+	8445	DYRK2	225	1.46979789E-4	DAVIES_SUCCESS
chr12	68548549	68553521	-	3458	IFNG	302	4.01611977E-1	DAVIES_SUCCESS
chr12	68595128	68619571	-	55801	IL26	354	7.45268766E-1	DAVIES_SUCCESS
chr12	68642024	68647385	-	50616	IL22	250	7.6294027E-1	DAVIES_SUCCESS
chr12	68688345	68726161	-	56890	MDM1	266	1.8856246E-1	DAVIES_SUCCESS
chr12	69004618	69054385	+	5908	RAP1B	136	5.62201968E-1	DAVIES_SUCCESS
chr12	69021013	69021155	-	100379132	SNORA70G	72	7.11861646E-1	DAVIES_SUCCESS
chr12	69068150	69080639	-	100507250	LOC100507250	106	4.99736373E-1	DAVIES_SUCCESS
chr12	69080730	69136473	+	57122	NUP107	166	6.03698267E-1	DAVIES_SUCCESS
chr12	69139935	69159853	+	55508	SLC35E3	146	8.68832077E-1	DAVIES_SUCCESS
chr12	69198216	69199274	-	100130075	LOC100130075	125	9.41615366E-1	DAVIES_SUCCESS
chr12	69201970	69239320	+	4193	MDM2	192	2.59594419E-1	DAVIES_SUCCESS
chr12	69244955	69357020	-	1368	CPM	352	1.72132162E-1	DAVIES_SUCCESS
chr12	69633316	69668138	+	11052	CPSF6	281	3.81580234E-9	DAVIES_SUCCESS
chr12	69666936	69666998	-	100302182	MIR1279	175	1.98670325E-9	DAVIES_SUCCESS
chr12	69742133	69748013	+	4069	LYZ	189	9.22182232E-8	DAVIES_SUCCESS
chr12	69753531	69784576	+	8089	YEATS4	299	1.56204151E-7	DAVIES_SUCCESS
chr12	69864128	69973562	+	10818	FRS2	419	7.79314218E-2	DAVIES_SUCCESS
chr12	69978501	69978603	-	100500903	MIR3913-1	223	1.21797852E-1	DAVIES_SUCCESS
chr12	69978502	69978602	+	100500868	MIR3913-2	223	1.21797852E-1	DAVIES_SUCCESS
chr12	69979207	69995357	+	10576	CCT2	268	1.55851405E-1	DAVIES_SUCCESS
chr12	70002344	70004942	-	376132	LRRC10	252	1.52291306E-1	DAVIES_SUCCESS
chr12	70037333	70093196	-	144453	BEST3	439	1.23325102E-1	DAVIES_SUCCESS
chr12	70132630	70216984	+	117177	RAB3IP	360	1.27915783E-1	DAVIES_SUCCESS
chr12	70636773	70748773	+	4848	CNOT2	523	4.76231624E-2	DAVIES_SUCCESS
chr12	70760061	70828072	+	27345	KCNMB4	447	1.4967315E-2	DAVIES_SUCCESS
chr12	70910631	71031220	-	5787	PTPRB	537	1.69255756E-1	DAVIES_SUCCESS
chr12	71031852	71314584	-	5801	PTPRR	733	5.62160983E-1	DAVIES_SUCCESS
chr12	71518876	71835678	-	7103	TSPAN8	878	5.4816715E-2	DAVIES_SUCCESS
chr12	71833549	71980088	+	8549	LGR5	553	3.29671399E-3	DAVIES_SUCCESS
chr12	72003378	72057749	-	196441	ZFC3H1	210	2.76478595E-3	DAVIES_SUCCESS
chr12	72057676	72074428	+	83591	THAP2	163	3.70803161E-3	DAVIES_SUCCESS
chr12	72079877	72097839	+	55266	TMEM19	177	9.64714323E-3	DAVIES_SUCCESS
chr12	72148657	72181150	+	23011	RAB21	189	6.42618297E-2	DAVIES_SUCCESS
chr12	72233486	72320629	+	64786	TBC1D15	309	8.63529093E-3	DAVIES_SUCCESS
chr12	72242073	72244763	-	729633	MRS2P2	143	1.27696648E-1	DAVIES_SUCCESS
chr12	72332625	72426221	+	121278	TPH2	297	8.91014488E-4	DAVIES_SUCCESS
chr12	72656326	72667289	-	283392	TRHDE-AS1	228	2.34471177E-3	DAVIES_SUCCESS
chr12	72666528	73059422	+	29953	TRHDE	809	2.41907744E-2	DAVIES_SUCCESS
chr12	74526955	74686411	-	100507377	LOC100507377	408	5.54765904E-3	DAVIES_SUCCESS
chr12	74931550	74935232	+	552889	ATXN7L3B	289	7.20944933E-2	DAVIES_SUCCESS
chr12	75433857	75603528	-	3747	KCNC2	476	5.70587301E-3	DAVIES_SUCCESS
chr12	75669758	75784702	-	84698	CAPS2	307	1.92703917E-1	DAVIES_SUCCESS
chr12	75728462	75764169	+	256710	GLIPR1L1	188	3.44738056E-1	DAVIES_SUCCESS
chr12	75784849	75826177	+	144321	GLIPR1L2	282	2.52355928E-1	DAVIES_SUCCESS
chr12	75874512	75895716	+	11010	GLIPR1	238	4.56300076E-1	DAVIES_SUCCESS
chr12	75891418	75905418	-	11103	KRR1	209	5.38397942E-1	DAVIES_SUCCESS
chr12	76419226	76425556	-	22822	PHLDA1	204	1.30718442E-1	DAVIES_SUCCESS
chr12	76438671	76478738	-	4673	NAP1L1	266	1.31480644E-1	DAVIES_SUCCESS
chr12	76738265	76742222	-	79738	BBS10	139	3.8370489E-1	DAVIES_SUCCESS
chr12	76745577	76953589	-	114882	OSBPL8	432	3.28765193E-1	DAVIES_SUCCESS
chr12	77157853	77247474	+	23390	ZDHHC17	285	2.32307547E-1	DAVIES_SUCCESS
chr12	77252495	77272799	-	1466	CSRP2	201	2.38978547E-1	DAVIES_SUCCESS
chr12	77415025	77459360	-	144455	E2F7	396	2.00565484E-1	DAVIES_SUCCESS
chr12	78225068	78606790	+	89795	NAV3	1143	1.33722453E-2	DAVIES_SUCCESS
chr12	79257772	79845788	+	6857	SYT1	979	2.02144798E-3	DAVIES_SUCCESS
chr12	79813036	79813101	+	100302136	MIR1252	127	7.34619722E-1	DAVIES_SUCCESS
chr12	79985744	80084790	-	5074	PAWR	81	8.29040889E-1	DAVIES_SUCCESS
chr12	80167342	80329235	-	4659	PPP1R12A	198	5.30590573E-1	DAVIES_SUCCESS
chr12	80603232	80772870	+	283310	OTOGL	424	3.77951918E-1	DAVIES_SUCCESS
chr12	80838125	81073968	+	374462	PTPRQ	592	1.15710765E-2	DAVIES_SUCCESS
chr12	81101407	81103256	+	4618	MYF6	222	1.19892952E-3	DAVIES_SUCCESS
chr12	81110707	81113447	+	4617	MYF5	216	1.38153498E-3	DAVIES_SUCCESS
chr12	81191170	81331694	-	8825	LIN7A	543	2.00056472E-3	DAVIES_SUCCESS
chr12	81226311	81226408	-	693202	MIR617	224	3.97783248E-4	DAVIES_SUCCESS
chr12	81329514	81329612	-	693203	MIR618	230	3.14419851E-1	DAVIES_SUCCESS
chr12	81471808	81649582	+	79611	ACSS3	553	7.79558497E-2	DAVIES_SUCCESS
chr12	81552166	81552240	+	100616133	MIR4699	193	2.22967825E-1	DAVIES_SUCCESS
chr12	81652044	82153109	-	8499	PPFIA2	975	3.96567168E-2	DAVIES_SUCCESS
chr12	82746082	82752584	-	29080	CCDC59	87	1.94887733E-1	DAVIES_SUCCESS
chr12	82752275	82873016	+	84190	METTL25	199	2.07551586E-1	DAVIES_SUCCESS
chr12	83080933	83528067	+	160335	TMTC2	1081	2.3528784E-3	DAVIES_SUCCESS
chr12	85253266	85306608	-	55117	SLC6A15	224	9.18804702E-1	DAVIES_SUCCESS
chr12	85408093	85430055	-	144448	TSPAN19	113	1.3103661E-2	DAVIES_SUCCESS
chr12	85430098	85638883	+	84125	LRRIQ1	244	7.57624678E-3	DAVIES_SUCCESS
chr12	85674035	85695561	+	8092	ALX1	93	3.85959438E-2	DAVIES_SUCCESS
chr12	86198330	86230318	-	9182	RASSF9	485	6.42944919E-2	DAVIES_SUCCESS
chr12	86268072	86276770	+	4922	NTS	381	1.0961513E-1	DAVIES_SUCCESS
chr12	86373036	87232681	-	25834	MGAT4C	1570	9.54419559E-2	DAVIES_SUCCESS
chr12	86946651	86946729	-	100616215	MIR548AL	103	2.72741836E-1	DAVIES_SUCCESS
chr12	88176662	88178488	-	400058	MKRN9P	242	6.16758648E-1	DAVIES_SUCCESS
chr12	88373815	88423176	-	160419	C12orf50	173	1.30221211E-1	DAVIES_SUCCESS
chr12	88429267	88443937	+	91298	C12orf29	116	1.92614136E-1	DAVIES_SUCCESS
chr12	88442789	88535993	-	80184	CEP290	192	1.41403318E-1	DAVIES_SUCCESS
chr12	88536072	88593664	+	160418	TMTC3	160	1.41855936E-1	DAVIES_SUCCESS
chr12	88886569	88974250	-	4254	KITLG	254	2.10374064E-1	DAVIES_SUCCESS
chr12	89404902	89413469	-	728084	LOC728084	103	3.45989524E-3	DAVIES_SUCCESS
chr12	89741836	89746296	-	1848	DUSP6	160	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr12	89813497	89920039	-	282809	POC1B	351	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr12	89913189	89920039	-	100528030	POC1B-GALNT4	183	1.95998773E-11	DAVIES_SUCCESS
chr12	89981825	90049844	-	490	ATP2B1	131	1.45656102E-7	DAVIES_SUCCESS
chr12	90102731	90105729	+	338758	LINC00936	115	6.82109924E-12	DAVIES_SUCCESS
chr12	91311799	91342446	+	439916	LINC00615	209	2.79349172E-3	DAVIES_SUCCESS
chr12	91345991	91348953	-	196477	CCER1	136	2.30520436E-1	DAVIES_SUCCESS
chr12	91357455	91398803	-	1833	EPYC	205	4.3094833E-1	DAVIES_SUCCESS
chr12	91444270	91452131	-	11081	KERA	241	1.88429867E-1	DAVIES_SUCCESS
chr12	91497231	91505542	-	4060	LUM	169	9.1182754E-2	DAVIES_SUCCESS
chr12	91539034	91576806	-	1634	DCN	91	8.09226086E-2	DAVIES_SUCCESS
chr12	92378751	92536447	-	256021	LOC256021	502	2.15687503E-1	DAVIES_SUCCESS
chr12	92534053	92539673	-	694	BTG1	218	1.11257028E-1	DAVIES_SUCCESS
chr12	92813869	92821924	-	574016	CLLU1OS	258	9.78918111E-1	DAVIES_SUCCESS
chr12	92815306	92877456	+	574028	CLLU1	450	9.01591673E-1	DAVIES_SUCCESS
