chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr1	161592987	161601753	-	2215	FCGR3B	8	4.50425561E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	161632904	161648444	+	2213	FCGR2B	66	3.10002701E-1	DAVIES_SUCCESS
chr1	161653494	161655042	-	641311	RPL31P11	77	3.34247284E-1	DAVIES_SUCCESS
chr1	161676761	161684142	+	84824	FCRLA	105	2.13097817E-1	DAVIES_SUCCESS
chr1	161691333	161697933	+	127943	FCRLB	124	2.2476291E-1	DAVIES_SUCCESS
chr1	161719580	161726952	+	11266	DUSP12	126	2.84561529E-1	DAVIES_SUCCESS
chr1	161736033	161933860	+	22926	ATF6	332	1.11539942E-1	DAVIES_SUCCESS
chr1	161952981	161993644	-	25903	OLFML2B	169	1.86156625E-4	DAVIES_SUCCESS
chr1	162039580	162339813	+	9722	NOS1AP	449	1.00964756E-4	DAVIES_SUCCESS
chr1	162126896	162126972	+	100616386	MIR4654	128	1.80049982E-3	DAVIES_SUCCESS
chr1	162312335	162312430	+	693141	MIR556	130	1.88369793E-3	DAVIES_SUCCESS
chr1	162343514	162346644	-	284680	C1orf111	135	2.4643493E-3	DAVIES_SUCCESS
chr1	162348695	162356608	+	400793	C1orf226	133	2.34930951E-3	DAVIES_SUCCESS
chr1	162365055	162381928	-	117157	SH2D1B	129	1.30442144E-2	DAVIES_SUCCESS
chr1	162466963	162499419	+	127933	UHMK1	76	4.49410886E-4	DAVIES_SUCCESS
chr1	162531295	162569633	+	6675	UAP1	73	2.35156065E-7	DAVIES_SUCCESS
chr1	162602227	162750247	+	4921	DDR2	154	3.87467836E-12	DAVIES_SUCCESS
chr1	162760495	162782608	+	51478	HSD17B7	73	3.60055509E-4	DAVIES_SUCCESS
chr1	162794247	162838605	-	339512	C1orf110	146	2.12185694E-2	DAVIES_SUCCESS
chr1	163038395	163046592	+	5999	RGS4	96	1.1840751E-1	DAVIES_SUCCESS
chr1	163112088	163291581	-	8490	RGS5	420	3.17502418E-2	DAVIES_SUCCESS
chr1	163291722	163325553	+	83540	NUF2	206	3.45731739E-2	DAVIES_SUCCESS
chr1	164528596	164854300	+	5087	PBX1	406	2.29021365E-3	DAVIES_SUCCESS
chr1	164738352	164743878	-	100505795	LOC100505795	92	1.73027053E-1	DAVIES_SUCCESS
chr1	165171103	165325952	-	4009	LMX1A	281	2.81217478E-6	DAVIES_SUCCESS
chr1	165370158	165414592	-	6258	RXRG	124	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	165446078	165551341	-	400794	LOC400794	227	5.49962732E-8	DAVIES_SUCCESS
chr1	165513477	165533185	+	440699	LRRC52	141	1.0442552E-5	DAVIES_SUCCESS
chr1	165600109	165625372	+	4259	MGST3	156	1.14746279E-7	DAVIES_SUCCESS
chr1	165631448	165667900	-	223	ALDH9A1	169	2.02916675E-6	DAVIES_SUCCESS
chr1	165667986	165679199	+	440700	LOC440700	118	4.16284644E-3	DAVIES_SUCCESS
chr1	165693527	165796992	-	54499	TMCO1	140	2.63202373E-3	DAVIES_SUCCESS
chr1	165796731	165880855	+	7371	UCK2	122	1.52561696E-4	DAVIES_SUCCESS
chr1	165877157	165877213	+	100500832	MIR3658	87	2.11785749E-4	DAVIES_SUCCESS
chr1	166026689	166135958	-	149297	FAM78B	162	1.69585045E-4	DAVIES_SUCCESS
chr1	166123979	166124035	-	100126349	MIR921	67	1.06328419E-4	DAVIES_SUCCESS
chr1	166573152	166594473	+	116123	FMO9P	214	1.05848316E-1	DAVIES_SUCCESS
chr1	166808723	166823709	+	57645	POGK	80	1.91039445E-1	DAVIES_SUCCESS
chr1	166825748	166845654	-	117143	TADA1	70	1.47560516E-1	DAVIES_SUCCESS
chr1	166882440	166944561	-	387597	ILDR2	74	3.54227359E-1	DAVIES_SUCCESS
chr1	166944818	166991447	+	84944	MAEL	98	2.29206271E-1	DAVIES_SUCCESS
chr1	167022081	167059868	-	10223	GPA33	146	4.78242606E-2	DAVIES_SUCCESS
chr1	167064070	167098402	+	92235	DUSP27	198	2.63376898E-3	DAVIES_SUCCESS
chr1	167190065	167396582	+	5451	POU2F1	165	4.23339319E-4	DAVIES_SUCCESS
chr1	167399876	167487847	-	919	CD247	196	1.68581067E-2	DAVIES_SUCCESS
chr1	167510250	167523056	-	8804	CREG1	140	8.73575614E-1	DAVIES_SUCCESS
chr1	167599473	167675486	+	92241	RCSD1	171	2.42813748E-4	DAVIES_SUCCESS
chr1	167691186	167761156	+	9019	MPZL1	148	4.15855663E-6	DAVIES_SUCCESS
chr1	167778624	167883453	-	55811	ADCY10	147	6.46192687E-7	DAVIES_SUCCESS
chr1	167885912	167906307	-	25874	MPC2	50	1.46022208E-3	DAVIES_SUCCESS
chr1	167905796	168045083	+	55827	DCAF6	102	4.20372374E-6	DAVIES_SUCCESS
chr1	168048779	168106905	-	23432	GPR161	75	1.92637518E-8	DAVIES_SUCCESS
chr1	168148170	168171351	+	261726	TIPRL	65	2.2474134E-8	DAVIES_SUCCESS
chr1	168195254	168283664	+	9095	TBX19	152	2.65839468E-8	DAVIES_SUCCESS
chr1	168214818	168216668	-	84832	ANKRD36BP1	65	1.49260183E-6	DAVIES_SUCCESS
chr1	168344761	168344859	+	693142	MIR557	90	3.33831112E-3	DAVIES_SUCCESS
chr1	168369426	168391894	-	100505918	LOC100505918	82	4.27409772E-3	DAVIES_SUCCESS
chr1	168510002	168513235	-	6846	XCL2	129	5.68656198E-4	DAVIES_SUCCESS
chr1	168545710	168551315	+	6375	XCL1	135	3.14564736E-2	DAVIES_SUCCESS
chr1	168664694	168698442	-	1805	DPT	148	7.31224829E-5	DAVIES_SUCCESS
chr1	168756178	168762126	+	79100	LINC00626	46	1.45227555E-4	DAVIES_SUCCESS
chr1	169075946	169101960	+	481	ATP1B1	171	6.22729255E-2	DAVIES_SUCCESS
chr1	169101768	169337186	-	29922	NME7	297	1.14388909E-1	DAVIES_SUCCESS
chr1	169337193	169365780	+	8548	BLZF1	106	3.20644511E-1	DAVIES_SUCCESS
chr1	169364113	169429907	-	57821	CCDC181	134	2.70652724E-1	DAVIES_SUCCESS
chr1	169433148	169455208	-	10560	SLC19A2	128	8.83002307E-2	DAVIES_SUCCESS
chr1	169481191	169555769	-	2153	F5	267	1.50138014E-1	DAVIES_SUCCESS
chr1	169558087	169599377	-	6403	SELP	238	2.59393279E-1	DAVIES_SUCCESS
chr1	169631244	169822229	+	55732	C1orf112	422	4.18003452E-5	DAVIES_SUCCESS
chr1	169659805	169680843	-	6402	SELL	186	1.59163125E-4	DAVIES_SUCCESS
chr1	169691780	169703220	-	6401	SELE	188	9.02181153E-5	DAVIES_SUCCESS
chr1	169761669	169764061	-	92342	METTL18	140	3.84739372E-5	DAVIES_SUCCESS
chr1	169822214	169863100	-	57147	SCYL3	181	5.69772867E-6	DAVIES_SUCCESS
chr1	169890469	170043879	-	22920	KIFAP3	307	3.21011746E-7	DAVIES_SUCCESS
chr1	170115187	170136923	+	149281	METTL11B	115	9.93072291E-12	DAVIES_SUCCESS
chr1	170120518	170120603	-	100422839	MIR3119-1	81	3.37336359E-9	DAVIES_SUCCESS
chr1	170240545	170253349	-	284688	LOC284688	113	8.44640014E-6	DAVIES_SUCCESS
chr1	170501262	170522974	+	92344	GORAB	69	2.50120996E-6	DAVIES_SUCCESS
chr1	170633312	170708541	+	5396	PRRX1	159	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	170904611	171033906	+	80133	MROH9	197	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	171060017	171086959	+	2328	FMO3	115	3.38413346E-2	DAVIES_SUCCESS
chr1	171070868	171070947	-	100302178	MIR1295A	99	4.93386922E-2	DAVIES_SUCCESS
chr1	171070879	171070939	+	100847009	MIR1295B	99	4.93386922E-2	DAVIES_SUCCESS
chr1	171106878	171130702	+	388714	FMO6P	142	8.18074595E-2	DAVIES_SUCCESS
chr1	171154387	171181822	+	2327	FMO2	133	9.18890254E-2	DAVIES_SUCCESS
chr1	171217632	171255113	+	2326	FMO1	135	1.10518601E-2	DAVIES_SUCCESS
chr1	171283485	171311223	+	2329	FMO4	86	4.28602799E-3	DAVIES_SUCCESS
chr1	171308034	171310463	+	7151	TOP1P1	61	9.96381148E-3	DAVIES_SUCCESS
chr1	171454665	171562650	+	23215	PRRC2C	198	1.28255628E-10	DAVIES_SUCCESS
chr1	171604556	171621823	-	4653	MYOC	123	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	171669295	171711379	-	8674	VAMP4	153	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	171750760	171766856	+	51603	METTL13	147	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	171810617	172387567	+	26052	DNM3	453	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	172106018	172113975	-	100628315	DNM3OS	70	1.67643677E-14	DAVIES_LOWPRECISION_FAREBROTHER_SUCCESS
chr1	172107947	172108028	+	100422882	MIR3120	69	1.61981539E-13	DAVIES_LOWPRECISION_FAREBROTHER_SUCCESS
chr1	172362273	172413230	-	5279	PIGC	143	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	172389827	172437969	+	92346	C1orf105	143	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	172502259	172580973	+	51430	SUCO	97	3.60813601E-11	DAVIES_SUCCESS
chr1	172628184	172636012	+	356	FASLG	68	2.30337971E-12	DAVIES_SUCCESS
chr1	173010359	173020103	-	8995	TNFSF18	34	7.76897019E-2	DAVIES_SUCCESS
chr1	173152869	173176471	-	7292	TNFSF4	64	1.18431048E-1	DAVIES_SUCCESS
chr1	173204198	173446294	-	100506023	LOC100506023	254	9.21897345E-3	DAVIES_SUCCESS
chr1	173446485	173457946	+	9588	PRDX6	76	5.06878328E-1	DAVIES_SUCCESS
chr1	173469603	173572233	-	284525	SLC9C2	119	5.67211337E-1	DAVIES_SUCCESS
chr1	173577474	173639001	-	339416	ANKRD45	47	1.32833371E-1	DAVIES_SUCCESS
chr1	173604660	173606272	+	730159	LOC730159	21	5.48325293E-1	DAVIES_SUCCESS
chr1	173684079	173755840	+	27252	KLHL20	21	6.66339799E-5	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	173768687	173793777	-	91687	CENPL	23	3.30524624E-5	DAVIES_SUCCESS
chr1	173793796	173827682	+	55157	DARS2	43	2.50859832E-7	DAVIES_SUCCESS
chr1	173832385	173833079	+	100506046	GAS5-AS1	42	1.28301085E-7	DAVIES_SUCCESS
chr1	173833038	173837125	-	60674	GAS5	44	1.04975739E-7	DAVIES_SUCCESS
chr1	173833312	173833355	-	26769	SNORD81	42	1.28301085E-7	DAVIES_SUCCESS
chr1	173833506	173833583	-	26802	SNORD47	42	1.28301085E-7	DAVIES_SUCCESS
chr1	173833970	173834041	-	26774	SNORD80	42	1.28301085E-7	DAVIES_SUCCESS
chr1	173834487	173834568	-	26770	SNORD79	42	1.28301085E-7	DAVIES_SUCCESS
chr1	173834770	173834824	-	692198	SNORD78	42	1.28301085E-7	DAVIES_SUCCESS
chr1	173835105	173835166	-	26806	SNORD44	42	1.28301085E-7	DAVIES_SUCCESS
chr1	173835448	173835509	-	692197	SNORD77	42	1.28301085E-7	DAVIES_SUCCESS
chr1	173835772	173835853	-	692196	SNORD76	43	1.14711677E-7	DAVIES_SUCCESS
chr1	173836016	173836076	-	692195	SNORD75	43	1.14711677E-7	DAVIES_SUCCESS
chr1	173836811	173836883	-	619498	SNORD74	43	1.12697605E-7	DAVIES_SUCCESS
chr1	173837219	173855774	+	84614	ZBTB37	51	2.98110496E-7	DAVIES_SUCCESS
chr1	173872941	173886516	-	462	SERPINC1	54	1.9018983E-6	DAVIES_SUCCESS
chr1	173900351	173962210	-	149041	RC3H1	64	1.26217179E-4	DAVIES_SUCCESS
chr1	174128551	174964445	+	9910	RABGAP1L	350	5.49893626E-6	DAVIES_SUCCESS
chr1	174417211	174418683	+	9293	GPR52	44	3.59369595E-6	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	174968570	174981163	+	27101	CACYBP	40	6.0010326E-4	DAVIES_SUCCESS
chr1	174982093	174992591	-	63931	MRPS14	46	4.86036558E-4	DAVIES_SUCCESS
chr1	175036993	175117202	+	63923	TNN	127	1.93061865E-2	DAVIES_SUCCESS
chr1	175126122	175162229	-	9674	KIAA0040	110	1.90793535E-2	DAVIES_SUCCESS
chr1	175291934	175712752	-	7143	TNR	466	1.07359404E-2	DAVIES_SUCCESS
chr1	175913966	176176370	-	64326	RFWD2	180	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	175937532	175937676	-	677679	SCARNA3	52	1.01474384E-13	DAVIES_LOWPRECISION_FAREBROTHER_SUCCESS
chr1	176432306	176811970	+	60676	PAPPA2	379	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	176826440	177134024	-	460	ASTN1	301	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	176998498	176998581	-	574441	MIR488	71	3.43631482E-3	DAVIES_SUCCESS
chr1	177140632	177251558	+	57795	FAM5B	115	6.89142565E-9	DAVIES_SUCCESS
chr1	177897488	178007142	-	89866	SEC16B	201	1.40634504E-10	DAVIES_SUCCESS
chr1	177975274	178007142	-	730102	LOC730102	121	3.30683877E-6	DAVIES_SUCCESS
chr1	178060642	178063128	-	100302401	RASAL2-AS1	51	6.80279938E-2	DAVIES_SUCCESS
chr1	178062863	178448648	+	9462	RASAL2	226	2.87708461E-2	DAVIES_SUCCESS
chr1	178482211	178517734	+	84066	TEX35	117	3.0305871E-1	DAVIES_SUCCESS
chr1	178511930	178518024	+	400798	C1orf220	106	4.82079448E-1	DAVIES_SUCCESS
chr1	178646883	178646969	+	100616328	MIR4424	92	6.18542944E-1	DAVIES_SUCCESS
chr1	178694299	178889237	+	55103	RALGPS2	146	1.22544722E-1	DAVIES_SUCCESS
chr1	178818669	178840215	-	9068	ANGPTL1	46	2.34082468E-2	DAVIES_SUCCESS
chr1	178995073	179045702	+	9917	FAM20B	91	4.74867257E-10	DAVIES_SUCCESS
chr1	179051111	179065129	+	64222	TOR3A	87	5.08572517E-10	DAVIES_SUCCESS
chr1	179068461	179198819	-	27	ABL2	148	8.06826606E-10	DAVIES_SUCCESS
chr1	179262848	179327814	+	6646	SOAT1	174	8.85990714E-9	DAVIES_SUCCESS
chr1	179334854	179523870	+	126859	AXDND1	304	5.44598293E-7	DAVIES_SUCCESS
chr1	179519673	179545084	-	7827	NPHS2	129	7.05375696E-5	DAVIES_SUCCESS
chr1	179560747	179660407	+	163589	TDRD5	186	1.00454814E-2	DAVIES_SUCCESS
chr1	179696914	179785333	+	148753	FAM163A	179	9.01496848E-3	DAVIES_SUCCESS
chr1	179809101	179846941	-	163590	TOR1AIP2	109	1.71573177E-2	DAVIES_SUCCESS
chr1	179851176	179889212	+	26092	TOR1AIP1	100	1.19218603E-3	DAVIES_SUCCESS
chr1	179923907	180084015	+	9857	CEP350	187	9.4039703E-6	DAVIES_SUCCESS
chr1	180123967	180167169	+	5768	QSOX1	115	1.30477348E-4	DAVIES_SUCCESS
chr1	180167143	180169859	+	200058	FLJ23867	84	7.84160775E-4	DAVIES_SUCCESS
chr1	180199432	180244188	+	89884	LHX4	137	1.18184934E-3	DAVIES_SUCCESS
chr1	180238797	180243816	-	100527964	LOC100527964	90	3.03351272E-3	DAVIES_SUCCESS
chr1	180257351	180472022	-	84320	ACBD6	248	9.88766275E-4	DAVIES_SUCCESS
chr1	180407448	180407525	-	100423032	MIR3121	65	2.09858793E-4	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	180601145	180859415	+	9213	XPR1	206	3.08958514E-9	DAVIES_SUCCESS
chr1	180882312	180919922	+	57710	KIAA1614	99	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	180942175	180992046	-	10228	STX6	119	1.72598122E-7	DAVIES_SUCCESS
chr1	181002560	181031074	+	3140	MR1	85	2.77949663E-3	DAVIES_SUCCESS
chr1	181057637	181059979	+	51278	IER5	75	1.18323795E-2	DAVIES_SUCCESS
chr1	181205523	181207740	+	100287948	GM140	140	7.40283927E-4	DAVIES_SUCCESS
chr1	181452685	181775921	+	777	CACNA1E	348	4.78351354E-3	DAVIES_SUCCESS
chr1	182023704	182030847	-	127665	ZNF648	62	1.64802215E-4	DAVIES_SUCCESS
chr1	182350838	182361341	-	2752	GLUL	98	1.24850155E-3	DAVIES_SUCCESS
chr1	182367251	182369751	-	127670	TEDDM1	72	5.06026421E-3	DAVIES_SUCCESS
chr1	182376755	182383948	+	388719	LINC00272	73	1.05757784E-2	DAVIES_SUCCESS
chr1	182419255	182529732	+	353299	RGSL1	168	1.25178528E-1	DAVIES_SUCCESS
chr1	182542768	182558394	-	6041	RNASEL	87	1.14930552E-1	DAVIES_SUCCESS
chr1	182567757	182573548	-	6004	RGS16	65	5.11837186E-2	DAVIES_SUCCESS
chr1	182584274	182585764	+	284648	LOC284648	55	7.17488708E-2	DAVIES_SUCCESS
chr1	182615791	182642067	-	85397	RGS8	46	3.99615962E-2	DAVIES_SUCCESS
chr1	182758583	182799519	+	80896	NPL	47	2.04689096E-2	DAVIES_SUCCESS
chr1	182808438	182857117	+	1660	DHX9	38	1.45123558E-2	DAVIES_SUCCESS
chr1	182868999	182922553	-	81626	SHCBP1L	67	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	182992594	183114727	+	3915	LAMC1	257	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	183155173	183214262	+	3918	LAMC2	151	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	183217371	183387634	-	23057	NMNAT2	221	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	183430010	183441117	-	284649	SMG7-AS1	52	5.35984179E-9	DAVIES_SUCCESS
chr1	183441505	183523328	+	9887	SMG7	98	1.18775767E-10	DAVIES_SUCCESS
chr1	183524696	183560056	-	4688	NCF2	80	8.93594532E-10	DAVIES_SUCCESS
chr1	183595327	183605076	-	10092	ARPC5	57	6.62303472E-8	DAVIES_SUCCESS
chr1	183605207	183897666	+	23179	RGL1	286	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	183615410	183622448	-	403314	APOBEC4	43	2.04248214E-7	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	183898795	184006878	-	23127	COLGALT2	214	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	184020810	184043344	+	116461	TSEN15	78	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	184356149	184598155	+	81563	C1orf21	226	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	184659624	184724041	-	80267	EDEM3	66	2.3440781E-5	DAVIES_SUCCESS
chr1	184760158	184943718	-	116496	FAM129A	123	4.1019483E-7	DAVIES_SUCCESS
chr1	185014550	185071740	+	6045	RNF2	34	1.56944968E-5	DAVIES_SUCCESS
chr1	185087217	185126230	-	81627	TRMT1L	49	2.50635953E-5	DAVIES_SUCCESS
chr1	185126191	185260913	+	54823	SWT1	69	1.06807389E-4	DAVIES_SUCCESS
chr1	185265521	185286461	-	10625	IVNS1ABP	36	4.21763073E-4	DAVIES_SUCCESS
chr1	185292978	185304171	-	100288079	LOC100288079	37	4.01711224E-4	DAVIES_SUCCESS
chr1	185703682	186160085	+	83872	HMCN1	227	1.67476644E-4	DAVIES_SUCCESS
chr1	186029866	186446655	-	100302192	MIR548F1	303	3.28485103E-3	DAVIES_SUCCESS
chr1	186198963	186281028	-	100873775	RNU6-72P	154	2.07598093E-1	DAVIES_SUCCESS
chr1	186265404	186283688	+	10216	PRG4	60	6.82735427E-1	DAVIES_SUCCESS
chr1	186280785	186344864	-	7175	TPR	83	7.43425027E-1	DAVIES_SUCCESS
chr1	186344889	186390503	+	54953	C1orf27	76	8.02671807E-1	DAVIES_SUCCESS
chr1	186369703	186370587	+	10896	OCLM	50	8.49642444E-1	DAVIES_SUCCESS
chr1	186412697	186430240	-	5132	PDC	59	7.65415255E-1	DAVIES_SUCCESS
chr1	186640943	186649559	-	5743	PTGS2	69	6.08645849E-1	DAVIES_SUCCESS
chr1	186798031	186958113	+	5321	PLA2G4A	166	6.30305784E-1	DAVIES_SUCCESS
chr1	190066796	190446759	-	339479	FAM5C	376	6.1026181E-3	DAVIES_SUCCESS
chr1	190594019	190770788	+	440704	LOC440704	271	3.18685755E-2	DAVIES_SUCCESS
chr1	192127591	192154945	+	64407	RGS18	87	6.644526E-1	DAVIES_SUCCESS
chr1	192286121	192336414	+	431704	RGS21	108	6.98349221E-1	DAVIES_SUCCESS
chr1	192544856	192549159	+	5996	RGS1	111	8.08705739E-1	DAVIES_SUCCESS
chr1	192605267	192629440	+	6003	RGS13	75	1.89873951E-1	DAVIES_SUCCESS
chr1	192778168	192781407	+	5997	RGS2	68	8.61889556E-2	DAVIES_SUCCESS
chr1	192981495	193029237	-	51377	UCHL5	32	3.02089636E-1	DAVIES_SUCCESS
chr1	193028551	193060906	+	6738	TROVE2	37	3.36464874E-1	DAVIES_SUCCESS
chr1	193065594	193075244	-	51022	GLRX2	39	4.07562283E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	193091087	193223942	+	79577	CDC73	93	2.83003954E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	193105632	193105713	+	100302163	MIR1278	42	3.42379746E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	193147859	193155743	-	8707	B3GALT2	36	3.28856619E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	196194912	196577499	-	343450	KCNT2	201	6.25047165E-1	DAVIES_SUCCESS
chr1	196551542	196551611	-	100616363	MIR4735	40	9.54350335E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	196621007	196716634	+	3075	CFH	83	2.86863737E-1	DAVIES_SUCCESS
chr1	196659181	196887843	+	10877	CFHR4	103	2.76552872E-1	DAVIES_SUCCESS
chr1	196743929	196763203	+	10878	CFHR3	20	9.43914028E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	196748291	196801319	+	3078	CFHR1	22	1.31947548E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	196912933	196928356	+	3080	CFHR2	45	4.42163326E-1	DAVIES_SUCCESS
chr1	196946666	196978803	+	81494	CFHR5	79	4.70289218E-1	DAVIES_SUCCESS
chr1	197008320	197036397	-	2165	F13B	94	6.12118775E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	197053256	197115824	-	259266	ASPM	122	6.59334772E-1	DAVIES_SUCCESS
chr1	197122813	197169672	-	360023	ZBTB41	85	5.94963297E-1	DAVIES_SUCCESS
chr1	197170591	197447585	+	23418	CRB1	197	3.9535718E-4	DAVIES_SUCCESS
chr1	197473878	197744623	-	163486	DENND1B	185	5.8056601E-3	DAVIES_SUCCESS
chr1	197871681	197876497	+	388722	C1orf53	59	1.53586402E-4	DAVIES_SUCCESS
chr1	197881634	197901715	+	56956	LHX9	60	9.50911152E-3	DAVIES_SUCCESS
chr1	198126107	198291548	+	140609	NEK7	210	2.88948714E-7	DAVIES_SUCCESS
chr1	198492351	198510075	-	127124	ATP6V1G3	65	4.96866838E-2	DAVIES_SUCCESS
chr1	198608097	198726605	+	5788	PTPRC	145	2.01559013E-2	DAVIES_SUCCESS
chr1	198777131	198906558	-	100131234	MIR181A1HG	133	3.66365811E-1	DAVIES_SUCCESS
chr1	198828001	198828111	-	406955	MIR181B1	51	5.79343625E-1	DAVIES_SUCCESS
chr1	198828172	198828282	-	406995	MIR181A1	51	5.79343625E-1	DAVIES_SUCCESS
chr1	199996729	200146550	+	2494	NR5A2	244	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	200311671	200342920	-	554279	LINC00862	105	3.87455356E-6	DAVIES_SUCCESS
chr1	200375419	200379166	-	23528	ZNF281	77	6.22843416E-6	DAVIES_SUCCESS
chr1	200520624	200589862	-	9928	KIF14	107	1.00707525E-3	DAVIES_SUCCESS
chr1	200610118	200639126	-	83479	DDX59	107	3.33848894E-5	DAVIES_SUCCESS
chr1	200708685	200829831	+	23271	CAMSAP2	149	5.75618818E-4	DAVIES_SUCCESS
chr1	200842082	200843306	+	2848	GPR25	73	1.18248856E-2	DAVIES_SUCCESS
chr1	200860626	200884864	+	55765	C1orf106	82	2.77386611E-2	DAVIES_SUCCESS
chr1	200938513	200992828	-	23046	KIF21B	140	2.53179721E-2	DAVIES_SUCCESS
chr1	201008639	201081694	-	779	CACNA1S	230	2.51766288E-2	DAVIES_SUCCESS
chr1	201083080	201084500	-	647219	ASCL5	161	1.51238838E-1	DAVIES_SUCCESS
chr1	201103899	201140702	-	252839	TMEM9	197	3.67454056E-2	DAVIES_SUCCESS
chr1	201159952	201198080	+	91156	IGFN1	214	3.41058582E-1	DAVIES_SUCCESS
chr1	201252579	201302121	+	5317	PKP1	214	2.80018882E-1	DAVIES_SUCCESS
chr1	201328135	201346828	-	7139	TNNT2	141	2.72223437E-1	DAVIES_SUCCESS
chr1	201349965	201368669	-	3898	LAD1	128	4.74875861E-1	DAVIES_SUCCESS
chr1	201372894	201398994	-	7135	TNNI1	123	1.2027651E-1	DAVIES_SUCCESS
chr1	201434606	201438299	-	23612	PHLDA3	105	3.15205691E-3	DAVIES_SUCCESS
chr1	201452657	201476387	-	1465	CSRP1	126	3.22396873E-4	DAVIES_SUCCESS
chr1	201489031	201489720	+	376693	RPS10P7	104	1.72656635E-4	DAVIES_SUCCESS
chr1	201617449	201796102	+	89796	NAV1	141	2.44743158E-3	DAVIES_SUCCESS
chr1	201688635	201688755	+	100847050	MIR5191	48	7.81022805E-4	DAVIES_SUCCESS
chr1	201777738	201777830	+	100302158	MIR1231	58	1.09238873E-1	DAVIES_SUCCESS
chr1	201798287	201853422	+	55705	IPO9	87	5.39020529E-3	DAVIES_SUCCESS
chr1	201857796	201861715	+	149345	SHISA4	54	1.73391305E-3	DAVIES_SUCCESS
chr1	201865583	201915716	-	25802	LMOD1	83	6.72332999E-4	DAVIES_SUCCESS
chr1	201924618	201939789	+	10440	TIMM17A	93	5.09582149E-6	DAVIES_SUCCESS
chr1	201951765	201975275	+	6051	RNPEP	78	5.63422805E-6	DAVIES_SUCCESS
chr1	201977072	201986315	+	1999	ELF3	74	8.42326221E-6	DAVIES_SUCCESS
chr1	202092028	202098634	+	9283	GPR37L1	89	6.09059967E-3	DAVIES_SUCCESS
chr1	202102531	202113871	-	127829	ARL8A	85	3.38249664E-3	DAVIES_SUCCESS
chr1	202116140	202130716	-	5778	PTPN7	89	1.36695899E-3	DAVIES_SUCCESS
chr1	202137178	202158577	+	148713	PTPRVP	115	7.24312554E-4	DAVIES_SUCCESS
chr1	202163117	202288889	+	59352	LGR6	153	3.70106901E-4	DAVIES_SUCCESS
chr1	202300784	202311094	-	29089	UBE2T	48	5.70647546E-3	DAVIES_SUCCESS
chr1	202317829	202557697	+	4660	PPP1R12B	86	3.42856688E-2	DAVIES_SUCCESS
chr1	202559724	202679551	-	127833	SYT2	151	3.52973997E-1	DAVIES_SUCCESS
chr1	202696531	202777549	-	10765	KDM5B	114	5.97497411E-1	DAVIES_SUCCESS
chr1	202780073	202781041	+	100506696	KDM5B-AS1	52	2.15586881E-1	DAVIES_SUCCESS
chr1	202794328	202795421	+	641515	LOC641515	52	4.60382446E-3	DAVIES_SUCCESS
chr1	202830881	202844369	+	148709	LOC148709	76	3.06860307E-5	DAVIES_SUCCESS
